Station,Station_Type,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (Celsius),Maximum Temperature (Celsius),Minimum Temperature (Celsius),Mean Wind Speed (km/h)
Jurong (West),Full AWS Station,2023,3,28,0,28.6,34.5,25.3,5.8
Jurong (West),Full AWS Station,2023,3,29,0,27.5,32.9,25.1,8
Jurong (West),Full AWS Station,2023,3,30,31.6,26.7,34.2,22.1,7.1
Jurong (West),Full AWS Station,2023,3,31,21.4,26.5,33.6,23,5.3
Jurong (West),Full AWS Station,2023,4,1,0.8,26.7,32.2,25,5.7
Jurong (West),Full AWS Station,2023,4,2,0,27.4,31.6,25.2,4.9
Jurong (West),Full AWS Station,2023,4,3,23.4,25.5,28.3,23.7,6.1
Jurong (West),Full AWS Station,2023,4,4,0,28.2,32.5,24.9,6.8
Jurong (West),Full AWS Station,2023,4,5,5.2,27,28.8,23.3,5.3
Jurong (West),Full AWS Station,2023,4,6,0,27.3,30.2,23.8,7.1
Jurong (West),Full AWS Station,2023,4,7,0,27.2,29.6,25.4,5
Jurong (West),Full AWS Station,2023,4,8,17.6,27.2,34,24.3,4.7
Jurong (West),Full AWS Station,2023,4,9,6.6,27.3,32.7,24.8,5.5
Jurong (West),Full AWS Station,2023,4,10,0,27.3,33.6,24.5,5.1
Jurong (West),Full AWS Station,2023,4,11,0,28.6,34.2,25,6.4
Jurong (West),Full AWS Station,2023,4,12,0,28.9,33.9,25.3,6.3
Jurong (West),Full AWS Station,2023,4,13,0,28.7,32.5,26.5,5.8
Jurong (West),Full AWS Station,2023,4,14,0,28.8,34.6,26,5.7
Jurong (West),Full AWS Station,2023,4,15,0,29.2,33.4,26.4,6.4
Jurong (West),Full AWS Station,2023,4,16,0,28.8,31.9,25.9,6.2
Jurong (West),Full AWS Station,2023,4,17,0,28.4,32.8,26,7.4
Jurong (West),Full AWS Station,2023,4,18,35,28.9,34.5,24.5,6.4
Jurong (West),Full AWS Station,2023,4,19,0,28,32.1,25,5.1
Jurong (West),Full AWS Station,2023,4,20,51.6,26.7,30.1,22.1,6.5
Jurong (West),Full AWS Station,2023,4,21,3.8,28.1,32.7,24.1,6.7
Jurong (West),Full AWS Station,2023,4,22,0,29.3,33.3,26.7,6.1
Jurong (West),Full AWS Station,2023,4,23,0.8,28.9,33.7,27,6.6
Jurong (West),Full AWS Station,2023,4,24,48.8,27.8,33.1,23.2,5.9
Jurong (West),Full AWS Station,2023,4,25,4.2,27.7,33.2,25.8,4.3
Jurong (West),Full AWS Station,2023,4,26,27.6,27.8,34.5,24.7,5.9
Jurong (West),Full AWS Station,2023,4,27,40,27.2,31.6,24.1,5
Jurong (West),Full AWS Station,2023,4,28,2,26.9,32.5,24.1,5.3
Jurong (West),Full AWS Station,2023,4,29,12,27.6,35,24.5,5.2
Jurong (West),Full AWS Station,2023,4,30,0.2,27.4,32.3,25.4,5.3
Jurong (West),Full AWS Station,2023,5,1,0,28.7,34.5,25.1,6.2
Jurong (West),Full AWS Station,2023,5,2,0.4,29.2,33.5,26.2,5.5
Jurong (West),Full AWS Station,2023,5,3,9.4,27.9,33.4,24.9,5.4
Jurong (West),Full AWS Station,2023,5,4,25.6,27.8,34.5,25,5.1
Jurong (West),Full AWS Station,2023,5,5,0,28.2,31.5,25.6,5.8
Jurong (West),Full AWS Station,2023,5,6,9.4,28,31.9,23.9,7.9
Jurong (West),Full AWS Station,2023,5,7,37.2,28,30.7,23.9,9.6
Jurong (West),Full AWS Station,2023,5,8,0.2,29.6,33.5,26.4,8.8
Jurong (West),Full AWS Station,2023,5,9,0,29.7,34.8,26.8,7.8
Jurong (West),Full AWS Station,2023,5,10,0,30.6,34.6,28.4,9
Jurong (West),Full AWS Station,2023,5,11,0,30.3,34.9,28.7,8.1
Jurong (West),Full AWS Station,2023,5,12,0,30.4,34,27.5,6.9
Jurong (West),Full AWS Station,2023,5,13,0,30.5,34.4,26.8,6.7
Jurong (West),Full AWS Station,2023,5,14,4.2,29,33.3,26,6.1
Jurong (West),Full AWS Station,2023,5,15,0,28.5,33.8,26,5.7
Jurong (West),Full AWS Station,2023,5,16,3,27,30.1,23.4,6.3
Jurong (West),Full AWS Station,2023,5,17,1.4,27.9,32.3,26.1,4.7
Jurong (West),Full AWS Station,2023,5,18,0,28.5,32.6,25.5,6.6
Jurong (West),Full AWS Station,2023,5,19,15.8,28.1,31.1,24.9,6.4
Jurong (West),Full AWS Station,2023,5,20,0,29.1,32.1,27.1,7.1
Jurong (West),Full AWS Station,2023,5,21,36.4,26.7,28.9,21.6,5
Jurong (West),Full AWS Station,2023,5,22,0,29.3,32.6,26.1,6.7
Jurong (West),Full AWS Station,2023,5,23,3.8,28.2,31.6,23.6,7.6
Jurong (West),Full AWS Station,2023,5,24,0,29.6,33.3,27.6,7.3
Jurong (West),Full AWS Station,2023,5,25,0,29.8,32,28.6,8.8
Jurong (West),Full AWS Station,2023,5,26,42.4,27.8,31,24.5,7.5
Jurong (West),Full AWS Station,2023,5,27,1.6,28.3,32.5,25.9,5.7
Jurong (West),Full AWS Station,2023,5,28,3.8,28.7,31.7,24.6,7.2
Jurong (West),Full AWS Station,2023,5,29,1,29.1,32.9,25.3,8.2
Jurong (West),Full AWS Station,2023,5,30,0,29.5,33.1,25.1,7
Jurong (West),Full AWS Station,2023,5,31,0,30.1,34.5,28,8.5
Jurong (West),Full AWS Station,2023,6,1,8,26.8,29.5,23.4,8.4
Jurong (West),Full AWS Station,2023,6,2,0,29.2,33.1,26,6.6
Jurong (West),Full AWS Station,2023,6,3,1.2,29,31.9,26.5,7.1
Jurong (West),Full AWS Station,2023,6,4,25.4,26.7,31.5,23.7,5.8
Jurong (West),Full AWS Station,2023,6,5,0,28.9,32.8,25.7,5.5
Jurong (West),Full AWS Station,2023,6,6,0.4,28.2,30.6,24.9,6
Jurong (West),Full AWS Station,2023,6,7,2.8,28.6,31,25.1,7.3
Jurong (West),Full AWS Station,2023,6,8,0,29.2,32.6,26.1,7
Jurong (West),Full AWS Station,2023,6,9,0,29.2,32.8,26.5,6.7
Jurong (West),Full AWS Station,2023,6,10,4.4,29.5,32.4,26.2,8.4
Jurong (West),Full AWS Station,2023,6,11,1.6,29.6,33.3,26.5,8.5
Jurong (West),Full AWS Station,2023,6,12,27,27.5,30,24.6,7.6
Jurong (West),Full AWS Station,2023,6,13,0,28.7,32,25.7,7
Jurong (West),Full AWS Station,2023,6,14,4.4,27.8,30.5,24.4,6
Jurong (West),Full AWS Station,2023,6,15,0,28.6,33.1,25.2,6.2
Jurong (West),Full AWS Station,2023,6,16,0,29.9,33.4,27.6,7.4
Jurong (West),Full AWS Station,2023,6,17,0,29.8,32.7,28.2,7.9
Jurong (West),Full AWS Station,2023,6,18,10.4,27.7,31.3,23.4,5.2
Jurong (West),Full AWS Station,2023,6,19,0,28.7,34.2,25.8,6.3
Jurong (West),Full AWS Station,2023,6,20,5.2,29,33.2,25.1,6.4
Jurong (West),Full AWS Station,2023,6,21,0,29.7,32.3,27.9,9.1
Jurong (West),Full AWS Station,2023,6,22,0,29.9,33.5,27.4,7.9
Jurong (West),Full AWS Station,2023,6,23,0,29.2,32.5,26.9,6.2
Jurong (West),Full AWS Station,2023,6,24,25.8,27.3,31.2,23.9,6.2
Jurong (West),Full AWS Station,2023,6,25,2.8,27.9,31.4,23.8,6.3
Jurong (West),Full AWS Station,2023,6,26,18,27,29.7,22.5,7.8
Jurong (West),Full AWS Station,2023,6,27,2.4,27.6,30.6,24.3,6.7
Jurong (West),Full AWS Station,2023,6,28,23,27.5,31.1,22.6,6.5
Jurong (West),Full AWS Station,2023,6,29,27,28.6,32.4,24.6,7.6
Jurong (West),Full AWS Station,2023,6,30,15.6,28.1,30.7,23.6,6.9
Jurong (West),Full AWS Station,2023,7,1,5.8,27.4,31.7,23.7,8.6
Jurong (West),Full AWS Station,2023,7,2,0,29.3,32.4,27.5,6.7
Jurong (West),Full AWS Station,2023,7,3,13.2,27.8,32,25.2,5.3
Jurong (West),Full AWS Station,2023,7,4,0,29.2,33.8,26.6,6.4
Jurong (West),Full AWS Station,2023,7,5,40.4,27.5,33.8,22.6,5.3
Jurong (West),Full AWS Station,2023,7,6,0,26.8,29.3,24.9,5.4
Jurong (West),Full AWS Station,2023,7,7,0.8,27.9,32.1,25,5.6
Jurong (West),Full AWS Station,2023,7,8,0,28.2,32.1,25,7.4
Jurong (West),Full AWS Station,2023,7,9,5.4,27,28.4,25.2,6.6
Jurong (West),Full AWS Station,2023,7,12,0,27.9,31.4,24.5,6.6
Jurong (West),Full AWS Station,2023,7,13,0,29.2,32.9,25.4,6.5
Jurong (West),Full AWS Station,2023,7,14,9.4,25.6,28.8,22.4,5.9
Jurong (West),Full AWS Station,2023,7,16,0,29.4,32.2,27.2,7.1
Jurong (West),Full AWS Station,2023,7,17,2.6,28.4,31.7,24.8,8.7
Jurong (West),Full AWS Station,2023,7,18,5.5,27.5,30.9,25,6.7
Jurong (West),Full AWS Station,2023,7,19,5.5,26.9,29.1,24.1,6.4
Jurong (West),Full AWS Station,2023,7,20,5.9,27.8,31.3,24.9,7.3
Jurong (West),Full AWS Station,2023,7,21,0,28.5,31.5,26.8,9.9
Jurong (West),Full AWS Station,2023,7,22,6.6,28.9,31.9,24.4,9.2
Jurong (West),Full AWS Station,2023,7,23,3.8,28.4,31.6,24.9,7.4
Jurong (West),Full AWS Station,2023,7,24,0,28.8,32.6,26.1,8.2
Jurong (West),Full AWS Station,2023,7,25,0,29.6,33.3,27.7,9.2
Jurong (West),Full AWS Station,2023,7,26,0,29.6,32.9,28,10
Jurong (West),Full AWS Station,2023,7,27,0,29.5,31.7,28.1,10.6
Jurong (West),Full AWS Station,2023,7,28,0,29.4,31.8,28,9.8
Jurong (West),Full AWS Station,2023,7,29,22.8,28.8,31.1,25.6,10.7
Jurong (West),Full AWS Station,2023,7,30,0,29.3,32.5,27.8,11.9
Jurong (West),Full AWS Station,2023,7,31,1.4,28.8,32.2,26.6,12.5
Jurong (West),Full AWS Station,2023,8,1,0,29.1,32,27.6,9
Jurong (West),Full AWS Station,2023,8,2,0,29.3,32.7,27.7,9.8
Jurong (West),Full AWS Station,2023,8,3,13.8,26,28.6,22.5,7.6
Jurong (West),Full AWS Station,2023,8,4,0.4,28.3,32.1,24.9,9.3
Jurong (West),Full AWS Station,2023,8,5,0,29.3,32.7,27.4,10.8
Jurong (West),Full AWS Station,2023,8,6,0,29.4,32.7,26,7.7
Jurong (West),Full AWS Station,2023,8,7,0,29.6,32.8,26.7,9.2
Jurong (West),Full AWS Station,2023,8,8,13.4,28.6,32.9,24.5,10.5
Jurong (West),Full AWS Station,2023,8,9,0,28.8,32.3,25.8,10.1
Jurong (West),Full AWS Station,2023,8,10,0,29.1,32.5,27.7,10.2
Jurong (West),Full AWS Station,2023,8,11,3.7,28.3,32,22.9,7.9
Jurong (West),Full AWS Station,2023,8,12,5.8,28.7,31.6,25.3,9.2
Jurong (West),Full AWS Station,2023,8,13,0.2,28.9,31.8,27.4,9.7
Jurong (West),Full AWS Station,2023,8,14,36.6,28.7,32.1,25.9,9.4
Jurong (West),Full AWS Station,2023,8,15,0,28.7,32.1,25.9,6.4
Jurong (West),Full AWS Station,2023,8,16,18,27.8,31.6,24.8,7.4
Jurong (West),Full AWS Station,2023,8,17,6.6,27,30.7,25.2,6
Jurong (West),Full AWS Station,2023,8,18,7.4,26,27.1,24.4,6.3
Jurong (West),Full AWS Station,2023,8,19,15.4,26.6,29.8,24.8,6
Jurong (West),Full AWS Station,2023,8,20,0,28.4,31.2,26.6,8.7
Jurong (West),Full AWS Station,2023,8,21,71.8,26,28.5,22.6,7.3
Jurong (West),Full AWS Station,2023,8,22,0,28.5,32,24.9,10.5
Jurong (West),Full AWS Station,2023,8,23,0,29.1,32.5,27.2,10.8
Jurong (West),Full AWS Station,2023,8,24,0,29,32.9,27.3,10.2
Jurong (West),Full AWS Station,2023,8,25,0,28.5,31.9,26,10.1
Jurong (West),Full AWS Station,2023,8,26,0.4,27.5,32.2,25.3,7.4
Jurong (West),Full AWS Station,2023,8,27,0,28.2,32.3,24.9,9.1
Jurong (West),Full AWS Station,2023,8,28,1.6,28.2,31.4,26.3,7.8
Jurong (West),Full AWS Station,2023,8,29,1.4,28.3,30.8,26.1,8.5
Jurong (West),Full AWS Station,2023,8,30,0,28.4,31.6,25.1,9.2
Jurong (West),Full AWS Station,2023,8,31,0,29,32.1,27.5,11.4
Jurong (West),Full AWS Station,2023,9,1,0,29.2,32.5,27.4,10.1
Jurong (West),Full AWS Station,2023,9,2,0,29.4,33.2,26.9,9.4
Jurong (West),Full AWS Station,2023,9,3,0,29.2,32.1,27.5,13.3
Jurong (West),Full AWS Station,2023,9,4,0,29.1,32.5,27.6,14.2
Jurong (West),Full AWS Station,2023,9,5,0,29,32,27.6,12.8
Jurong (West),Full AWS Station,2023,9,6,49.6,26.4,30.7,23.8,8.5
Jurong (West),Full AWS Station,2023,9,7,0.2,27.8,32.5,24.2,9.2
Jurong (West),Full AWS Station,2023,9,8,0,29.2,32.1,27.4,11.3
Jurong (West),Full AWS Station,2023,9,9,6.4,27.4,30.5,24.2,7
Jurong (West),Full AWS Station,2023,9,10,2.4,27.3,31.2,24.8,7.6
Jurong (West),Full AWS Station,2023,9,11,0,28.1,31.1,25.5,11.2
Jurong (West),Full AWS Station,2023,9,12,0,28.8,31.7,26.3,11
Jurong (West),Full AWS Station,2023,9,13,0,29.5,32.7,27.2,12.1
Jurong (West),Full AWS Station,2023,9,14,0,29.5,33.1,27.6,12.9
Jurong (West),Full AWS Station,2023,9,15,0,29.4,32.9,27.5,12.9
Jurong (West),Full AWS Station,2023,9,16,0,29.4,32.7,27.7,13.6
Jurong (West),Full AWS Station,2023,9,17,0,28.9,32.9,26.8,11.5
Jurong (West),Full AWS Station,2023,9,18,0.8,28.4,31.9,26,8.9
Jurong (West),Full AWS Station,2023,9,19,3.4,27.8,33,25.4,7.7
Jurong (West),Full AWS Station,2023,9,20,82.4,26.2,32.4,22.8,8
Jurong (West),Full AWS Station,2023,9,21,0.6,26.9,31.8,24.3,10.8
Jurong (West),Full AWS Station,2023,9,22,4.6,27.2,30.4,24.4,9.9
Jurong (West),Full AWS Station,2023,9,23,6.4,27.8,32.7,25.1,9.4
Jurong (West),Full AWS Station,2023,9,24,36,25.9,28.1,23.7,8.7
Jurong (West),Full AWS Station,2023,9,25,0,28.1,31.5,24.9,11.1
Jurong (West),Full AWS Station,2023,9,26,0,29,31.8,26.7,12
Jurong (West),Full AWS Station,2023,9,27,0,29.5,32.8,27.5,14
Jurong (West),Full AWS Station,2023,9,28,0,29.5,33,27.4,13.8
Jurong (West),Full AWS Station,2023,9,29,0,29.4,33.1,27.4,12.7
Jurong (West),Full AWS Station,2023,9,30,1.2,27.3,28.7,24.9,7.3
Jurong (West),Full AWS Station,2023,10,1,12.8,28.2,33,25.2,11.8
Jurong (West),Full AWS Station,2023,10,2,0,29.3,32.6,26.2,10.4
Jurong (West),Full AWS Station,2023,10,3,5.4,27.4,30.4,24.2,8.7
Jurong (West),Full AWS Station,2023,10,4,0,29.1,33.4,26.2,11.2
Jurong (West),Full AWS Station,2023,10,5,0,29.6,33.4,27,11.7
Jurong (West),Full AWS Station,2023,10,6,0,29.6,33.5,26.7,11.8
Jurong (West),Full AWS Station,2023,10,7,0,30,33.6,27.8,12
Jurong (West),Full AWS Station,2023,10,8,0,29.7,33.9,26.1,12.3
Jurong (West),Full AWS Station,2023,10,9,3.2,28.7,33.7,25.4,8.9
Jurong (West),Full AWS Station,2023,10,10,1,28.5,34.4,26.7,7.8
Jurong (West),Full AWS Station,2023,10,11,0.4,28,31.9,25.7,9.5
Jurong (West),Full AWS Station,2023,10,12,0,29.6,34.7,26.2,10.1
Jurong (West),Full AWS Station,2023,10,13,0,29.9,35,26.5,11.3
Jurong (West),Full AWS Station,2023,10,14,0,30,33.8,27.1,10
Jurong (West),Full AWS Station,2023,10,15,0,29.9,33.4,26.9,11
Jurong (West),Full AWS Station,2023,10,16,0,29.6,33.4,25.4,10.7
Jurong (West),Full AWS Station,2023,10,17,0,30.2,33.5,28.2,12.5
Jurong (West),Full AWS Station,2023,10,18,17.6,27.4,33.2,24.7,10.4
Jurong (West),Full AWS Station,2023,10,19,10.2,27.2,33.5,24.4,12
Jurong (West),Full AWS Station,2023,10,20,18.4,27.1,32,24.6,9.5
Jurong (West),Full AWS Station,2023,10,21,9.8,26.9,30.9,24.7,13
Jurong (West),Full AWS Station,2023,10,22,7.6,26.8,31.7,25,13.5
Jurong (West),Full AWS Station,2023,10,23,64.8,26.9,32.9,23.2,12.5
Jurong (West),Full AWS Station,2023,10,24,38.4,26.4,33.9,23.3,14.1
Jurong (West),Full AWS Station,2023,10,25,0.2,26.4,30.9,24,12.2
Jurong (West),Full AWS Station,2023,10,26,0,28.5,32.9,24.9,13.2
Jurong (West),Full AWS Station,2023,10,27,0,29.3,33.8,26.2,12.1
Jurong (West),Full AWS Station,2023,10,28,0,27.9,31.1,26,9
Jurong (West),Full AWS Station,2023,10,29,1,27.9,33.3,25.1,12.9
Jurong (West),Full AWS Station,2023,10,30,0,27.7,32.6,25,12.6
Jurong (West),Full AWS Station,2023,10,31,10,27.4,34.4,24.3,13.5
Jurong (West),Full AWS Station,2023,11,1,2,26.8,31.7,24.9,14.3
Jurong (West),Full AWS Station,2023,11,2,0,27.7,32.4,25,13.1
Jurong (West),Full AWS Station,2023,11,3,0,28.6,33.8,25.5,13.4
Jurong (West),Full AWS Station,2023,11,4,0,28.2,31.9,25.6,11.4
Jurong (West),Full AWS Station,2023,11,5,28,27,32.1,23,12.9
Jurong (West),Full AWS Station,2023,11,6,2.4,27.4,34.3,25.1,13.4
Jurong (West),Full AWS Station,2023,11,7,51.6,26.7,33.4,23.5,13.6
Jurong (West),Full AWS Station,2023,11,8,0,27.3,31.2,24,11.7
Jurong (West),Full AWS Station,2023,11,9,0,27.5,31.3,25.5,10.8
Jurong (West),Full AWS Station,2023,11,10,0,28,32.3,25.5,11
Jurong (West),Full AWS Station,2023,11,11,0,28.4,31.9,25.3,12.9
Jurong (West),Full AWS Station,2023,11,12,0.4,27.9,32.8,25.8,10.2
Jurong (West),Full AWS Station,2023,11,13,3.4,28,32.6,25.6,10.3
Jurong (West),Full AWS Station,2023,11,14,1.6,26.4,31.8,25.3,14.4
Jurong (West),Full AWS Station,2023,11,15,0,27.3,31.9,24.7,15.3
Jurong (West),Full AWS Station,2023,11,16,15.4,26.6,33.1,24.1,14.2
Jurong (West),Full AWS Station,2023,11,17,1.4,26.9,33.8,24.7,12.9
Jurong (West),Full AWS Station,2023,11,18,0.8,27.3,33,25.3,15.6
Jurong (West),Full AWS Station,2023,11,19,0,26.9,29.3,24.9,15.9
Jurong (West),Full AWS Station,2023,11,20,0.2,27.6,32.1,25,13.3
Jurong (West),Full AWS Station,2023,11,21,55.2,26.2,30,24.9,10.7
Jurong (West),Full AWS Station,2023,11,22,0.4,27.1,30.9,24.4,12.6
Jurong (West),Full AWS Station,2023,11,23,1.4,27.1,32.1,24.3,13.2
Jurong (West),Full AWS Station,2023,11,24,48.4,26.5,32.3,23.4,12.2
Jurong (West),Full AWS Station,2023,11,25,1.6,26.4,31.2,25.1,13
Jurong (West),Full AWS Station,2023,11,26,1.4,26.3,31.6,24.3,12.1
Jurong (West),Full AWS Station,2023,11,27,0,26.9,31.5,24.2,12.8
Jurong (West),Full AWS Station,2023,11,28,30.8,26.9,32.3,24.2,13.9
Jurong (West),Full AWS Station,2023,11,29,9,26.7,32.5,24.5,12.2
Jurong (West),Full AWS Station,2023,11,30,65,26.4,31.4,23.8,12.9
Jurong (West),Full AWS Station,2023,12,1,14,26.1,31.7,23.5,10.8
Jurong (West),Full AWS Station,2023,12,2,5.2,27,32.4,24.5,16.3
Jurong (West),Full AWS Station,2023,12,3,7,25.3,26.1,23,14.3
Jurong (West),Full AWS Station,2023,12,4,0,26.7,30.7,24.4,16.5
Jurong (West),Full AWS Station,2023,12,5,2.4,27.4,32.8,24.4,13.4
Jurong (West),Full AWS Station,2023,12,6,47.8,25.4,30.1,22.9,13.3
Jurong (West),Full AWS Station,2023,12,7,1.8,26.4,32.4,24.1,14.9
Jurong (West),Full AWS Station,2023,12,8,21.4,27.3,33.3,24.2,15.8
Jurong (West),Full AWS Station,2023,12,9,0,27.1,30.1,25.1,17.3
Jurong (West),Full AWS Station,2023,12,10,0,27.6,31,25,17.4
Jurong (West),Full AWS Station,2023,12,11,0.4,27.2,31.5,25.6,16.1
Jurong (West),Full AWS Station,2023,12,12,56,26.7,31.3,24.2,12.4
Jurong (West),Full AWS Station,2023,12,13,35.8,26.7,31.2,24.2,14.2
Jurong (West),Full AWS Station,2023,12,14,22.4,26.9,31.1,24.2,14.7
Jurong (West),Full AWS Station,2023,12,15,7.4,27.5,33.7,24.6,16.6
Jurong (West),Full AWS Station,2023,12,16,47,26.9,32.9,23.6,15.7
Jurong (West),Full AWS Station,2023,12,17,7.4,27.2,31.9,24.7,18.5
Jurong (West),Full AWS Station,2023,12,18,4.4,26.9,31.6,24.8,16.8
Jurong (West),Full AWS Station,2023,12,19,9.6,26.4,31.5,24,16.7
Jurong (West),Full AWS Station,2023,12,20,5,26.8,32.1,24.8,17.4
Jurong (West),Full AWS Station,2023,12,21,2.8,26.6,31.9,25.1,19.8
Jurong (West),Full AWS Station,2023,12,22,1.8,27.1,30.7,24.7,22
Jurong (West),Full AWS Station,2023,12,23,0,26.3,28.6,24.5,15.3
Jurong (West),Full AWS Station,2023,12,24,5,27.2,31.6,24.3,14.5
Jurong (West),Full AWS Station,2023,12,25,54.8,25.5,30.6,23.7,16.1
Jurong (West),Full AWS Station,2023,12,26,0,26.8,31.5,24.4,20.4
Jurong (West),Full AWS Station,2023,12,27,9.8,25.4,27.9,24.5,16
Jurong (West),Full AWS Station,2023,12,28,40,25.8,30.6,24.3,10.4
Jurong (West),Full AWS Station,2023,12,29,5.8,26.6,31.2,24.4,14.3
Jurong (West),Full AWS Station,2023,12,30,8.8,26.9,30.9,25.7,16.2
Jurong (West),Full AWS Station,2023,12,31,4,26.1,28.9,25,16.5
Jurong (West),Full AWS Station,2024,1,1,4.2,26.1,29.5,25.3,17.1
Jurong (West),Full AWS Station,2024,1,2,0,27.7,33.1,24.9,18
Jurong (West),Full AWS Station,2024,1,3,0,27.8,31.8,25.8,17.9
Jurong (West),Full AWS Station,2024,1,4,48.8,25.4,26.8,23.8,15.1
Jurong (West),Full AWS Station,2024,1,5,0.8,26.6,29.6,24.5,17.6
Jurong (West),Full AWS Station,2024,1,6,8.2,26.7,30.7,25.2,17.6
Jurong (West),Full AWS Station,2024,1,7,54.4,24.3,25.9,23.4,13.4
Jurong (West),Full AWS Station,2024,1,8,0.8,26.2,31.3,23.4,17.3
Jurong (West),Full AWS Station,2024,1,9,7.2,26.8,30.9,24.2,17.7
Jurong (West),Full AWS Station,2024,1,10,42.6,26.2,29.9,24.5,17.8
Jurong (West),Full AWS Station,2024,1,11,0.2,27.2,30,24.9,17.2
Jurong (West),Full AWS Station,2024,1,12,13.3,25.4,27.3,23.9,17.1
Jurong (West),Full AWS Station,2024,1,13,0,27.1,31.1,24.5,17.2
Jurong (West),Full AWS Station,2024,1,14,0,27.6,31.4,25.5,20.3
Jurong (West),Full AWS Station,2024,1,15,5.6,27.5,32.7,25.5,17.8
Jurong (West),Full AWS Station,2024,1,16,1.4,26.8,30.3,24.1,16.3
Jurong (West),Full AWS Station,2024,1,17,7,27.4,32,25.3,15.9
Jurong (West),Full AWS Station,2024,1,18,0.8,26.8,30.2,25.2,17.4
Jurong (West),Full AWS Station,2024,1,19,3,26.7,30.8,25.2,16.3
Jurong (West),Full AWS Station,2024,1,20,6.6,25,26.6,23.5,14.7
Jurong (West),Full AWS Station,2024,1,21,8.8,27.5,34.8,23.4,16.8
Jurong (West),Full AWS Station,2024,1,22,0,28.2,32.8,24.8,18.1
Jurong (West),Full AWS Station,2024,1,23,33.6,26.7,33.3,23.9,17.7
Jurong (West),Full AWS Station,2024,1,24,60.6,25.9,30.7,24.1,13.9
Jurong (West),Full AWS Station,2024,1,25,4.8,26.1,31,24.5,15.7
Jurong (West),Full AWS Station,2024,1,26,0.2,27.9,31.9,25.4,20.7
Jurong (West),Full AWS Station,2024,1,27,0,28.5,32.4,26.3,22
Jurong (West),Full AWS Station,2024,1,28,0,28,32.2,25.3,21.6
Jurong (West),Full AWS Station,2024,1,29,0,28,32.2,25.3,22.7
Jurong (West),Full AWS Station,2024,1,30,0.6,27.4,30.9,25,17.8
Jurong (West),Full AWS Station,2024,1,31,0,27.8,31.6,24.8,18
Jurong (West),Full AWS Station,2024,2,1,0,28.3,33.5,26.3,20.4
Jurong (West),Full AWS Station,2024,2,2,34.4,27.6,34.6,25.3,18.9
Jurong (West),Full AWS Station,2024,2,3,22.2,27.9,34.3,24.5,17.6
Jurong (West),Full AWS Station,2024,2,4,0,28.3,34.6,25.3,18
Jurong (West),Full AWS Station,2024,2,5,0.2,28.5,35.2,25.2,19.2
Jurong (West),Full AWS Station,2024,2,6,0,28.4,34,25.2,20.3
Jurong (West),Full AWS Station,2024,2,7,3.8,28.1,34.5,25.7,19.6
Jurong (West),Full AWS Station,2024,2,8,0,28.5,34.6,25.7,18.9
Jurong (West),Full AWS Station,2024,2,9,13.4,27.8,33.6,25.5,19.2
Jurong (West),Full AWS Station,2024,2,10,8.4,27.5,32.4,23.7,20.9
Jurong (West),Full AWS Station,2024,2,11,0,27.9,32.3,25.2,20.7
Jurong (West),Full AWS Station,2024,2,12,2.8,26.8,30.9,25.4,20.5
Jurong (West),Full AWS Station,2024,2,13,6.4,26.7,29.8,24.8,20.7
Jurong (West),Full AWS Station,2024,2,14,19.6,27.4,31.6,24.9,19
Jurong (West),Full AWS Station,2024,2,15,0.6,27.1,30.1,25.9,21.3
Jurong (West),Full AWS Station,2024,2,16,0,28.2,32,26,21.9
Jurong (West),Full AWS Station,2024,2,17,0.2,27.6,31.5,25.1,21.2
Jurong (West),Full AWS Station,2024,2,18,0,28.3,33.4,25.5,20.7
Jurong (West),Full AWS Station,2024,2,19,2.4,28.1,33.6,25.7,19.7
Jurong (West),Full AWS Station,2024,2,20,0.4,28.6,33.5,26,19.3
Jurong (West),Full AWS Station,2024,2,21,6.8,28.3,34.3,25,19.7
Jurong (West),Full AWS Station,2024,2,22,1.2,28.3,33.9,26.3,17.8
Jurong (West),Full AWS Station,2024,2,23,14.4,27.8,33.2,24.4,19
Jurong (West),Full AWS Station,2024,2,24,0.6,28.3,32.1,25.9,19.6
Jurong (West),Full AWS Station,2024,2,25,0,29,34,25.6,19.9
Jurong (West),Full AWS Station,2024,2,26,0,28.9,32.9,26.4,19.9
Jurong (West),Full AWS Station,2024,2,27,3.2,28.1,30.5,26.8,21.3
Jurong (West),Full AWS Station,2024,2,28,0,28.7,32.5,26.4,22.2
Jurong (West),Full AWS Station,2024,2,29,0,29.1,34.8,25.5,22.8
Jurong (West),Full AWS Station,2024,3,1,0.8,28.3,33.4,26.1,19.9
Jurong (West),Full AWS Station,2024,3,2,10.6,27.8,33.2,25.8,20.6
Jurong (West),Full AWS Station,2024,3,3,12.8,26.7,30,25,18.8
Jurong (West),Full AWS Station,2024,3,4,49.6,26.9,31.1,24.6,17.5
Jurong (West),Full AWS Station,2024,3,5,59.8,28.2,32.8,25.7,15.4
Jurong (West),Full AWS Station,2024,3,6,5.6,27.1,33.9,24.5,15.8
Jurong (West),Full AWS Station,2024,3,7,15.8,27.9,34.7,25.8,16.9
Jurong (West),Full AWS Station,2024,3,8,3,27.3,29.9,25.8,16.6
Jurong (West),Full AWS Station,2024,3,9,0,28.5,33.2,25.7,18.3
